user_id,name,email,department
43e55754-e129-46c7-8580-c87062256ebb,John Smith,joshua66@example.com,Sales
1478e886-e23e-446c-8cde-79163655f34d,Ryan Carrillo,valerietaylor@example.net,HR
e0df515d-85bd-48e1-af5a-d98a9da7366c,Michelle Johnson,arobinson@example.com,HR
b4c15b4e-4ecb-4566-be26-bc3a20ff1fd8,Taylor Morton,carmen39@example.org,HR
8d867cd5-f863-45e7-8d41-d19876587ea9,Erica Page,duncangina@example.org,HR
59141abe-46e3-412d-b6ae-6b4e633ba85f,Barbara Chapman,daltonzimmerman@example.com,Marketing
6d2f3108-a521-45b5-ac21-f90b261e0ba9,Richard Lee,brianlara@example.net,Development
d26c52fc-b401-482b-bafe-3fcd04f6416c,Clifford Bush,wrodriguez@example.com,Development
a6018b85-63b7-4698-a350-34b6d379adf3,Steven Jimenez,schultzgloria@example.com,Marketing
52a32389-fbed-4c93-9793-119507a3e313,Tanya Campbell,parkgeoffrey@example.net,Development
3bfbc8f6-47db-4434-b3ef-73c7f968c33c,Don Thompson,stanleylauren@example.com,Development
08fa68e1-5bf4-4151-a1d3-a9a2770d8646,Carol Johnston,millsandrew@example.org,Development
3734c76b-8168-4f50-aa72-54dcfa63e280,Lori Berry,stevensmaria@example.net,Management
fbc38537-5175-4ca8-9e11-e9719ca5852a,Paula Jackson,lance22@example.net,Development
077cdfa6-f96a-44c4-acd2-06f3e3995c58,Karen Waller,wallsrobert@example.org,Development
e6ec53db-6958-4085-8b17-b5fee3de68ad,Donna Trujillo,heatherreeves@example.com,Management
42699569-f166-4741-87c2-1544d025ffaf,Jennifer Schaefer,mmann@example.org,Sales
85c51005-48d1-410c-be13-2f6a194a3302,Steven Salazar,cruzrichard@example.net,Marketing
bb283d46-6136-474d-9c6b-1ee00dcf93d2,Kayla Molina,maureen97@example.net,Development
dbda6dc3-698c-4128-9f45-d88b07bb6633,Alexis Smith,cwest@example.com,HR
244f7632-3790-4d92-be8a-f77eaca70756,Tracey Lopez,snowmelissa@example.net,HR
181d2166-7973-4c07-b3af-16871bf43523,Kevin Cherry,susanthompson@example.net,Marketing
31ee37ab-4a82-4188-a1e1-ebeb5c474ab2,Frank Rivera,schultzwendy@example.com,Development
db1f5542-6a7e-4b19-bde6-6582edb73f6f,Katherine Rodriguez,brownnicole@example.org,Management
cbe531a7-ee9c-4391-b8ee-aaa9f5195b4e,Stephanie Kim,diazronnie@example.org,Development
75b95b91-1584-464b-a010-76d2c113e93e,Lisa Wilson,cynthia58@example.org,Marketing
ca891572-c001-4f86-9b33-5e0a813775a5,Rachel Lawrence,vanessacooper@example.com,Sales
57f3fe15-66b8-45c7-b16a-3c4bb8a9ff04,Michael Klein,susan64@example.org,Management
242ff644-d995-495f-8de1-f5d7336fe10f,Barbara Harrison,rittermary@example.net,Marketing
5637b2e4-28b1-41a8-9fd7-11c7d27373d1,Barbara Hunt,arnoldbilly@example.net,Development
38f2d2f9-8740-4f1b-867d-62c02c98e79a,Joan Fischer,lopezdanny@example.org,Sales
f13a6d21-482e-456a-a85b-9ddca34fe519,Jose Ross,jimenezjuan@example.net,Sales
70788213-84c1-44b6-91d6-cf53c1e0d072,Juan Morris,ewoodard@example.com,Marketing
66a8246e-2604-44e4-8901-b0543f74be58,Bryan Curtis,marcia47@example.net,Development
7085fa23-3c69-4953-b0e8-fa8c4c34f59c,Heather Leon,stephanie12@example.com,Management
78ece7c2-ab17-476e-a296-02a6c86f75e7,Christina Carr,mariahernandez@example.com,Management
c25a7402-49cf-43c0-89a6-c50582fc68f2,Jason Solis,pauladouglas@example.org,HR
ed09267c-84fd-4544-9c67-53a0b72def2a,April Smith,gregorygarcia@example.net,HR
3cb5e622-e2b9-4194-956d-00cba05d5b8c,Brittany Deleon,barbara12@example.org,Sales
64cbbb29-849a-4fba-897e-4bdd9e84ad30,Rhonda Mccoy,heidibell@example.org,Development
80c1016f-310a-4879-86b5-d7403c4d84fb,Maria Gibson,walkerjoann@example.com,Sales
4319443d-3ed9-4d2f-92fe-5c418b7f781c,Sarah Blair,erika63@example.com,Marketing
c879eadc-3ea0-4427-b503-63cebafd3de2,Rachael Lucas,noahponce@example.net,Marketing
ab446dd3-a999-4273-b712-c6a0b7031aef,Patricia Young,swhite@example.net,Sales
3384c0bf-c395-4b02-b565-e8d7098a1009,David Conner,elizabethnguyen@example.org,Marketing
c2cc6888-eae6-44fb-8fc1-f03853b25ae0,Gary Wall,denisegarcia@example.com,Development
bb8d8146-1e6c-4860-96c6-90960ef12936,Joseph Stanton,patricia82@example.org,HR
36c6b07a-4ebe-475d-8e9d-93ff4f131c16,Nicholas Jones,gsanchez@example.org,Development
